# ============================================================================
# StudDFT -- Per-element atomic constants for Grimme D3
#
# Format: Z  rcov(Bohr)  r4r2(au)
#   rcov   -- covalent radius (Pyykko & Atsumi 2009 single-bond)
#   r4r2   -- sqrt(0.5 * sqrt(Z) * <r^4>/<r^2>) expectation factor
#             (used in C8 = 3 * C6 * r4r2(A) * r4r2(B))
#
# Source: libdftd3.so from pypi package 'dftd3' (simple-dftd3 + mctc-lib),
# extracted via ctypes from the compiled library, LGPL-3.0-or-later.
# Reference: Grimme et al., J. Chem. Phys. 132, 154104 (2010).
# ============================================================================
   1      0.806283146505      2.007348998057  # H
   2      1.159032023101      1.566371319120  # He
   3      3.023561799393      5.019869279581  # Li
   4      2.368456742858      3.853790341988  # Be
   5      1.940118821277      3.644465939332  # B
   6      1.889726124620      3.104928220613  # C
   7      1.788940731307      2.711752421216  # N
   8      1.587369944681      2.593616824202  # O
   9      1.612566293009      2.388252499214  # F
  10      1.688155337994      2.215225151773  # Ne
  11      3.527488765958      6.585855476576  # Na
  12      3.149543541034      5.462959658897  # Mg
  13      2.847187361095      5.652166582493  # Al
  14      2.620420226140      4.882849069372  # Si
  15      2.771598316110      4.297275676971  # P
  16      2.570027529484      4.041088962149  # S
  17      2.494438484499      3.729323496434  # Cl
  18      2.418849439514      3.446772758984  # Ar
  19      4.434557305776      7.977627461536  # K
  20      3.880237642554      7.076239442482  # Ca
  21      3.351114327660      6.608440672001  # Sc
  22      3.073954496049      6.287913775445  # Ti
  23      3.048758147721      6.077287053921  # V
  24      2.771598316110      5.546430990343  # Cr
  25      2.696009271125      5.804911713368  # Mn
  26      2.620420226140      5.584156058385  # Fe
  27      2.519634832827      5.413745277777  # Co
  28      2.494438484499      5.284972281458  # Ni
  29      2.544831181156      5.225928128371  # Cu
  30      2.746401967782      5.098171474418  # Zn
  31      2.821991012767      6.121496915882  # Ga
  32      2.746401967782      5.540837426134  # Ge
  33      2.897580057751      5.066968900257  # As
  34      2.771598316110      4.870051009208  # Se
  35      2.872383709423      4.590896430032  # Br
  36      2.947972754408      4.311762980499  # Kr
  37      4.762109834044      9.554617121108  # Rb
  38      4.207790170822      8.673960892714  # Sr
  39      3.703863204256      7.972101848321  # Y
  40      3.502292417630      7.434399030481  # Zr
  41      3.325917979332      6.587118572072  # Nb
  42      3.124347192706      6.195362041346  # Mo
  43      2.897580057751      6.015173016420  # Tc
  44      2.847187361095      5.816233994105  # Ru
  45      2.847187361095      5.657104250478  # Rh
  46      2.721205619453      5.526406701512  # Pd
  47      2.897580057751      5.442633110926  # Ag
  48      3.099150844378      5.582853596701  # Cd
  49      3.225132586019      7.020819040539  # In
  50      3.174739889362      6.468155329696  # Sn
  51      3.174739889362      5.980891064645  # Sb
  52      3.099150844378      5.816866457936  # Te
  53      3.325917979332      5.533218063602  # I
  54      3.300721631004      5.254770020890  # Xe
  55      5.266036800609     11.022045592219  # Cs
  56      4.434557305776     10.156795138195  # Ba
  57      4.081808429180      9.351678174140  # La
  58      3.703863204256      9.069260824858  # Ce
  59      3.981023035867      8.972411509565  # Pr
  60      3.955826687539      8.900928149732  # Nd
  61      3.930630339211      8.859848439319  # Pm
  62      3.905433990882      8.817368385523  # Sm
  63      3.804648597569      8.793177211043  # Eu
  64      3.829844945897      7.899696196690  # Gd
  65      3.804648597569      8.805884467157  # Tb
  66      3.779452249241      8.424392019436  # Dy
  67      3.754255900913      8.542892635498  # Ho
  68      3.754255900913      8.475833616175  # Er
  69      3.729059552584      8.450908826050  # Tm
  70      3.855041294226      8.473393564979  # Yb
  71      3.678666855928      7.835256346630  # Lu
  72      3.451899720973      8.207028391602  # Hf
  73      3.300721631004      7.705590621613  # Ta
  74      3.099150844378      7.327559868012  # W
  75      2.973169102736      7.038873941421  # Re
  76      2.922776406080      6.689787092518  # Os
  77      2.796794664438      6.054500390628  # Ir
  78      2.821991012767      5.887520280064  # Pt
  79      2.847187361095      5.706615067236  # Au
  80      3.325917979332      5.784506998466  # Hg
  81      3.275525282675      7.797807384130  # Tl
  82      3.275525282675      7.264438585983  # Pb
  83      3.426703372645      6.781519976070  # Bi
  84      3.300721631004      6.678831620478  # Po
  85      3.477096069302      6.390243055647  # At
  86      3.577881462615      6.095279657044  # Rn
  87      5.064466013983     11.791560867825  # Fr
  88      4.560539047417     11.109976328093  # Ra
  89      4.207790170822      9.513778086346  # Ac
  90      3.981023035867      8.671970578811  # Th
  91      3.829844945897      8.771407038912  # Pa
  92      3.855041294226      8.654027077101  # U
  93      3.880237642554      8.539235123774  # Np
  94      3.905433990882      8.850247005829  # Pu
  95      3.754255900913      8.449860470617  # Am
  96      3.754255900913      8.491301447521  # Cm
  97      3.804648597569      8.276638541981  # Bk
  98      3.804648597569      8.193287501937  # Cf
  99      3.729059552584      8.113652309613  # Es
 100      3.779452249241      8.037070361767  # Fm
 101      3.930630339211      7.961221519713  # Md
 102      3.981023035867      7.885661789348  # No
 103      3.653470507600      8.675668534136  # Lr
